"Timestamp","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.szakszer≈...","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.seg√.t≈.k√.sz..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.pozit√.v..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.hat√.kony..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.√.gyes..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.megb√.zhat√≥..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.kedves..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.magabiztos..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.≈.szinte..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.intelligens..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.becs√.letes..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed....A.felad√≥.szorgalmas..","Mit.gondol..mi.Remi.neme..","Mennyire.tartja.hely√.nval√≥nak.az.emailt..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.szakszer≈...","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.seg√.t≈.k√.sz..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.pozit√.v..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.hat√.kony..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.√.gyes..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.megb√.zhat√≥..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.kedves..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.magabiztos..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.≈.szinte..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.intelligens..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.becs√.letes..","Az.al√.bbi.√.ll√.t√.sok.az.email.felad√≥j√.ra..Remire.vonatkoznak..K√.rem.jelezze.a.sk√.l√.n..hogy.mennyire.tartja.igaznak.≈.ket..A.sk√.la.egyt≈.l..egy√.ltal√.n.nem.√.rtek.egyet..√.tig..teljes.m√.rt√.kben.egyet√.rtek..terjed...A.felad√≥.szorgalmas..","Mit.gondol..mi.Remi.neme.","Mennyire.tartja.hely√.nval√≥nak.az.emailt.","Nem","√.letkor","Legmagasabb.befejezett.iskolai.v√.gzetts√.g","Milyen.gyakran.haszn√.l.hangulatjeleket..mosolyg√≥s.arc..sz√.v..stb...a.mindennapi.√.letben."
"2018/11/01 4:21:49 PM GMT+1","2","3","3","2","3","3","3","3","3","3","4","4","N≈ë",3,"2","3","3","2","3","3","4","3","3","3","3","4","N≈ë",3,"N≈ë",16,"√Åltal√°nos iskola 8 oszt√°ly",4
"2018/11/01 4:23:17 PM GMT+1","4","4","3","2","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","3","5 (Teljes m√©rt√©kben egyet√©rtek)","4","4","3","N≈ë",5,"5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","4","2","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","F√©rfi",5,"N≈ë",15,"√Åltal√°nos iskola 8 oszt√°ly",4
"2018/11/01 4:23:44 PM GMT+1","3","3","4","3","2","3","5 (Teljes m√©rt√©kben egyet√©rtek)","3","3","3","3","3","N≈ë",2,"4","4","3","3","4","4","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","3","N≈ë",4,"N≈ë",19,"Szakk√∂z√©piskola / Gimn√°zium √©retts√©gi",2
"2018/11/01 4:35:29 PM GMT+1","1 (Egy√°ltal√°n nem √©rtek egyet)","2","3","2","1 (Egy√°ltal√°n nem √©rtek egyet)","1 (Egy√°ltal√°n nem √©rtek egyet)","3","2","2","1 (Egy√°ltal√°n nem √©rtek egyet)","2","2","N≈ë",3,"2","2","3","2","1 (Egy√°ltal√°n nem √©rtek egyet)","2","3","2","2","1 (Egy√°ltal√°n nem √©rtek egyet)","2","3","N≈ë",4,"F√©rfi",17,"√Åltal√°nos iskola 8 oszt√°ly",2
"2018/11/01 4:41:53 PM GMT+1","2","3","3","3","3","2","3","2","3","2","2","2","N≈ë",3,"3","3","2","3","2","3","2","3","2","3","2","3","N≈ë",5,"N≈ë",16,"√Åltal√°nos iskola 8 oszt√°ly",4
"2018/11/01 4:59:46 PM GMT+1","1 (Egy√°ltal√°n nem √©rtek egyet)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","3","3","3","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","2","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",2,"1 (Egy√°ltal√°n nem √©rtek egyet)","3","4","2","2","2","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","3","3","4","N≈ë",2,"N≈ë",16,"√Åltal√°nos iskola 8 oszt√°ly",4
"2018/11/01 5:46:05 PM GMT+1","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",4,"5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",5,"N≈ë",16,"√Åltal√°nos iskola 8 oszt√°ly",5
"2018/11/01 6:35:23 PM GMT+1","3","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","N≈ë",5,"5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",5,"N≈ë",25,"F≈ëiskolai vagy BA / BSc diploma",4
"2018/11/01 8:07:30 PM GMT+1","1 (Egy√°ltal√°n nem √©rtek egyet)","4","3","1 (Egy√°ltal√°n nem √©rtek egyet)","1 (Egy√°ltal√°n nem √©rtek egyet)","3","3","2","4","1 (Egy√°ltal√°n nem √©rtek egyet)","4","2","F√©rfi",1,"5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",5,"N≈ë",24,"F≈ëiskolai vagy BA / BSc diploma",4
"2018/11/01 9:09:27 PM GMT+1","2","4","3","2","3","2","2","4","4","3","3","2","N≈ë",3,"5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","3","4","4","5 (Teljes m√©rt√©kben egyet√©rtek)","3","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",4,"N≈ë",18,"√Åltal√°nos iskola 8 oszt√°ly",5
"2018/11/01 9:33:07 PM GMT+1","2","4","4","2","1 (Egy√°ltal√°n nem √©rtek egyet)","2","4","2","3","2","4","4","N≈ë",2,"4","2","2","5 (Teljes m√©rt√©kben egyet√©rtek)","2","4","3","5 (Teljes m√©rt√©kben egyet√©rtek)","3","4","3","2","N≈ë",4,"N≈ë",21,"Szakk√∂z√©piskola / Gimn√°zium √©retts√©gi",3
"2018/11/02 8:51:56 AM GMT+1","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","5 (Teljes m√©rt√©kben egyet√©rtek)","N≈ë",5,"4","4","3","4","4","4","5 (Teljes m√©rt√©kben egyet√©rtek)","3","3","4","5 (Teljes m√©rt√©kben egyet√©rtek)","4","F√©rfi",3,"N≈ë",16,"√Åltal√°nos iskola 8 oszt√°ly",3
